text,label
"- Contém spoilers de mineiro -   Eu já vi vários filmes de terror indie decentes, como os Hamiltons, os meninos amam Mandy Lane e Cabin Fever;Infelizmente, senti que cinco do outro lado dos olhos não se enquadram nessa categoria. Do começo ao fim, o filme é atormentado por atuação amadora que ressoa de um roteiro muito ruim, Deus só sabe por que o diálogo de pensamento (s) do escritor (nãoVocê: se ela te pegar, ela vai te matar e se ela te matar, você está morto ""é de qualidade do filme.   Este filme exibe muito pouco desenvolvimento de personagens e, para ser sinceroMenos sobre o que a dor e a tortura foram infligidos a eles, pois são apenas um grupo de universitárias de Ditsy que quase não mostram qualidades redentoras '. Tudo o que eles fazem é chorar e lamentar durante todo o filme e se as meninas não estão chorando sua discussão;Quando eles conversam, os tópicos são completamente aleatórios: sobre namorar meninos ou como um dos pais das meninas foi recentemente cremado (assuntos apropriados quando você está sendo perseguido por um assassino psicótico).   A trilha sonora também éA abismal exibindo música techno brega durante os créditos de início e final (embora ouvir a música de crédito sabendo que o fim estava chegando parecia o céu).   O trabalho da câmera é assustador e às vezes torna o filme inatingível. Suponho que, devido a ter pouco ou nenhum orçamento, o diretor estava limitado a apenas uma câmera digital que reside no carro das meninas quase o filme inteiro. Eu acho que esse foi um esforço para manter o público o mais próximo possível da ação: sentir e experimentar o que as meninas estão passando. Mas, devido a uma câmera muito instável, imagem granulada e estar muito perto da ação, pode ser difícil dizer o que está acontecendo durante as cenas de ação e é simplesmente caótico. Uma coisa é tornar um filme subjetivo, mas outra é ter ação na tela que o público não pode decifrar por causa da pobre cinematografia.   Entendo que cinco do outro lado dos olhos são um indie de baixo orçamentofilme, mas isso não desculpa a qualidade extremamente baixa. Não há fatores redentores para este filme: atuação ruim, scripts ruins, trabalho de câmera de má qualidade e nenhuma história. Na luz tudo isso, decidi dar ao filme 1 em cada 10, pois me deixou muito decepcionado;Querendo um meteoro atingir a terra, trazendo -me um doce alívio. São 94 minutos de folga de meninas universitárias chorando, discutindo, sem rumo e tendo conversas aleatórias inadequadas. No entanto, quantas vezes você vê garotas defecando em suas mãos e jogando a porcaria no pára -brisa de um carro perseguindo.",0
"O diretor Kevin Connor e o Wannabe-Action-herói / líder romântico Doug McClure, re-equipe nesta história fantasma ambientada no Japão. Eles foram moderadamente bem -sucedidos juntos na década de 1970, com artistas como 'The Land That Time Forgot' (1975), 'no núcleo da Terra' (1976) etc. Sem monstros de plástico para levar a narrativa, porém, os resultados são surtose derivado da maneira mais brega. Um avanço para o presente apresenta o casal Ted & Laura, visitando o Japão e mudando -se para a casa onde ocorreu a tragédia.   Sem surpresas sobre o que acontece a seguir, com os espíritos dos mortos começandopara assumir os novos habitantes com o amigo da família Alex (McClure) assumindo o papel do amante da esposa. ) Conclusão. Os principais pontos de interesse são duas decapitações débiles ('The Omen' tem muito a responder ao promover isso como um cenário de terror padrão), e as cenas de fazer amor com os olhos de corça, mas extremamente excêntricos, Susan George. A primeira é uma peça inspirada longa 'Don't Look Now' com seu marido, completo com música de piano;O segundo é um emaranhado muito mais curto (provavelmente por insistência) com McClure, ambos parecendo bastante desconfortáveis. De qualquer forma, toda nuvem tem um forro de prata e as duas cenas mostram seus Knockers fantásticos, então tudo está perdido. ou divertido de uma maneira masoquista. Se você não gosta do gênero, não há nada aqui, mas para os fãs de terror, provavelmente há o suficiente para provocar o estranho sorriso de centeio e um aceno apreciativo de respeito pelo esforço.   Melhor cena - em qualquer umOutro filme dos grandes caranguejos mecânicos, pretos, escalando e tutelas japonesas, teriam roubado o show. Eles são eclipsados pela lendária cena de refeições em família, onde uma cabeça fantasmagórica aparece na sopa de filhas. Ao ver essa aparição, ela pergunta que tipo de sopa é (!!!!), para ser informado de carne e vegetais, antes de pronunciar a linha imortal ""Ugh - há um rosto horrível na minha sopa"". Se isso não foi suficiente, a resposta é ""Vamos lá, coma sua sopa para o papai"". Laurel e Hardy descansam na peça.",0
"Comprei este filme no Blu-ray porque prometeu ótimos visuais e música. Eu também fui um grande fã de um filme semelhante... Baraka. O filme é muito estilizado depois de Baraka, ângulos amplos, fotos muito semelhantes, com câmeras preparadas para capturar a passagem de longa data em cada tiro. Até algumas das cenas eram idênticas (a rua com tráfego). Enquanto Baraka contou uma ótima história, justapondo a natureza, ambientes artificiais, espiritualidade e horrores do mundo de uma maneira cativante e boa música, esse filme saltou de tiro para tiro sem história abrangente, uma partitura musical medíocre e depois.... Poof, está terminado!Eu pensei que deveria haver algum tipo de erro!História do mundo?Metade do filme é o Egito e a paisagem (parece o Arizona, mas eu não me preocupei em verificar). Sério, pessoal, isso é horrível, alugue, se precisar, mas não o compre. Os cineastas deveriam ter vergonha de si mesmos por divulgar isso.",0
"*** SPOILERS *** *** SPOILERS *** Todos os filmes adolescentes estão sofrendo de uma seca de originalidade?Parece muito. Primeiro de tudo, essa é uma premissa nobre que poderia ter sido bem utilizada. Um jovem nerd rejeitado que cresce, persegue e assassina todas as garotas que torturam o inferno dele quando ele estava no ensino médio?Não posso dizer que você não tinha nada com o que trabalhar. Mas este filme passa pelos mesmos movimentos que todos os outros slashers recentes. Tudo, desde a pontuação até os ângulos da câmera, nos permite prever exatamente quando um alarme falso está chegando e exatamente quando o assassino atacará. Já sabemos o padrão agora. Esses filmes estúpidos de slasher empurram o envelope de credibilidade cada vez mais a cada minuto. Deixe -me perguntar uma coisa: quem, em sã consciência, vai surpreender um amigo deles em um necrotério sombrio e sombrio no meio da noite e apenas a surpreende do nada enquanto ela está sozinha e cercada por cadáveres?Isso faz algum sentido?   ""Valentine"" é apenas ocasionalmente inovador. Um bom tiro envolve o açougue do caráter de Denise Richards. Ela fica presa dentro de uma piscina e o assassino cutuca com uma serra elétrica. Há algumas boas músicas na trilha sonora, incluindo uma faixa legal de Orgy. O videoclipe está contido na seção de recursos especiais no DVD.   Até a atuação é medíocre na melhor das hipóteses. Todos os atores dormem através de seus papéis. É claro que David Boreanaz é frequentemente estoico, mesmo em seu retrato como o personagem -título de ""Angel"". Denise Richards é uma bela atriz, porém, e ela mantém um Stoneface ao longo do filme. visão. Nem se preocupe.   Minha pontuação: 4 (de 10)",0
"Ironicamente, embora ele possa fazer as ""divisões"", Thomas é um completo rígido como ator.   Este filme é queimado na minha memória como um dos filmes mais dividíveis e incompetentes que já vi. Como tal, eu realmente gosto disso.   Ainda assim, a única razão pela qual isso recebe mais de uma estrela é que Thomas é uma ótima forma, e é divertido ver seu pequeno corpo musculoso realizando vários feitos de habilidade de ginástica nas rochas e postes de formato estranho espalhadosSobre o lado do país da Europa Oriental (incluindo o infame ""cavalo pommel"" em forma de boné bem no meio de uma praça da vila que Thomas usa para plantar seus pés nos rostos de vários aldeões insanos). Mas deixe o pobre rapaz abrir a boca e tentar emoção, e qualquer ilusão de que ele possa ter uma carreira cinematográfica é imediatamente frustrada por pedaços.   Thomas pelo menos tinha a desculpa de que ele não era realmente um ator. Todo mundo no cinema - atores, diretor, editor, câmeras etc. é pelo menos tão ruim, ou pior, e a maioria deles são profissionais. Então, Kurt não sai tão mal quanto você imagina.   Espero que o pobre Kurt tenha pegado o dinheiro e corra. Se alguém pedir que ele se apresente em um filme de artes marciais novamente, aposto que Thomas chuta o cara na cara.",0
"Bom Deus!(E isso vindo de um ateu), este ""filme"" é ruim!Eu só gosto de adicionar algumas coisas:   Entre os três caras que tiveram que comer seus próprios produtos digestivos, foram cortados por um machado, estuprado por uma vassoura, tive suas bolas sopradas - oO ex-namorado sofre a pior tortura, ao mesmo tempo em que ouve a tagarela sem fim e sem sentido da garota na mesa da cozinha (como nós, mas pelo menos temos a misericórdia do botão mudo).   Tivemos oO diretor cortou as cemituras e cenas invertidas e sem fim, nosso sofrimento teria terminado após 30 minutos..   Esqueça. Não compre. Não perca seu tempo. e sua sanidade. Meu cérebro está tão frito depois de ver isso que sinto que a necessidade urgente de assistir (e sofrer?) ""Scrapbook"" agora.",0
"Gene Hackman é retirado da prisão por uma agência governamental sem nome que o deseja por um assassinato. É um dado, é claro, que Hackman tem as habilidades proficientes para o trabalho.   Ninguém diz nada a ele, ele recebeu como o público recebe pedaços de informações. Isso deveria ser suspenso, em vez disso, é irritante e chato.   Hackman continua com a missão, mas a fuga está bagunçada e o cara no topo dessa entidade misteriosa ordena que todos os mortos sejam encobriu. Então, todos no elenco morrem e, no final, você realmente não se importa.   Um dos outros revisores apontou que o filme era originalmente duas vezes mais longo, quase três horas e foi derrubadopouco. Talvez algo realmente tenha perdido na tradução, mas eu tendem a pensar que era um ato de misericórdia na platéia.   Um elenco muito talentoso que tinha pessoas como Richard Widmark, Candice Bergen, Mickey Rooney, Eli WallachE Edward Albert é tão perdido aqui que é um crime.   E nunca descobrimos exatamente o que a agência federal estava fazendo tudo isso, o FBI, a CIA, a DEA ou mesmo o IRS.",0
"Este é o pior filme que já vi, e já vi alguns filmes. É passado como um filme de arte, mas é realmente uma peça de lixo. É uma qualidade redentora é a bela dança de tango, mas que não pode compensar a homenagem repugnantemente óbvia de Sally Potter. O enredo deste filme é inexistente, e garanto que você começará a rir até o final. Especialmente onde ela começa a cantar. É absolutamente irreal.",0
"Uau. Eu já vi alguns filmes muito ruins no meu tempo, mas este realmente leva o bolo. É o pior filme que eu já vi na década passada - sem exagero. Isso trouxe de volta memórias - longe disso -, mas porque não havia absolutamente nenhuma tentativa de ""autenticidade"" ser encontrada em qualquer lugar do filme. Não tanto quanto o menor desfiladeiro. Parecia que havia sido escrito por uma criança de 8 anos que recebeu todas as suas noções de guerra (e comportamento de soldados) diretamente de quadrinhos. O filme foi feito em Honduras, o que deveria ter sido uma pista, mas mesmo isso não pode explicar completamente os valores atrozes de produção dessa peça de lixo clichê.   Eu poderia tentar listar todos osFalhas técnicas infinitas, mas levaria praticamente para sempre. Das antigas manchas de ombro da unidade que não foram vistas ou usadas desde a Segunda Guerra Mundial, e as etiquetas do nome do personagem, como ""Colcollins"" (usado pelo personagem ""Coronel Collins""), que foi realmente escrito usando o reverso, espelho-imagem ""n""Do alfabeto russo (não o alfabeto dos EUA), a lista continua. Os uniformes, o equipamento, o enredo e, principalmente, especialmente o comportamento dos próprios personagens-todas as cenas eram apenas cheias de falhas ridículas, imprecisões e clichês totalmente irracionais.   Nem a própria históriaNem os personagens eram os menos credíveis ou críveis. Era tudo ridiculamente infantil, ao extremo. Obviamente, este era um filme que pretendia apelar estritamente para meninos pré-pubescentes, e eu tenho pouca dúvida de que até eles achariam esse filme totalmente absurdo.   Em suma, este filme não tem absolutamente nenhuma qualidade redentorade forma alguma. É uma total perda de tempo. Eu aconselho fortemente que alguém que leia isso para passar este lixo;Realmente não vale a pena desperdiçar um único momento do seu tempo.",0
"O renomado diretor de fotografia Freddie Francis (Glória, O Man Elephant) dirige este filme de terror/drama muito ruim. A Inglaterra do século XIX tem uma visão diferente de como a prática da medicina deve ser tratada do que o Dr. Thomas Rock, a lei afirmando que apenas os corpos dos criminosos pendurados podem ser estudados e experimentados. Mas o estoque desses corpos é pequeno, e Rock precisa de mais - e ele os prefere mais frescos. Sendo um dissidente em seu círculo, ele começa a pagar às pessoas para encontrar corpos para ele estudar e testar. Sleazebags desesperados Robert Fallon e Timothy Broom ficam e sinuam com essa oportunidade de emprego e começam a matar pessoas e vender esses corpos para arrasar. Naturalmente, esse tipo de ação tem consequências ainda piores do que praticar nos cadáveres de não-criminosos e leva a problemas para todos. Enquanto a história geral parece intrigante no papel, quase tudo sobre o médico e os demônios é ridiculamente ruim.   Após os primeiros quinze minutos do filme, você já está começando a questionar sua decisão de se sentar para assistiro filme. Todo o visual do filme é apenas feio. Vendo como o filme se passa nas favelas da Inglaterra durante o século XIX, os cineastas provavelmente estavam indo para um visual ""feio"", mas eles não o fazem de uma maneira artística. Tudo, desde os conjuntos até a cinematografia, parece barato, fraco e nojento. Além disso, quase tudo o que a cena está cheio de algo que você simplesmente não pode levar a sério, e na maioria das vezes isso tem a ver com alguém (tanto nos papéis pequenos quanto grandes) fazendo algo que parece ou soa completamente ridículo. Francis com certeza não ajudou muito seus atores. Seus personagens são, por natureza, loucos, mas Pryce e Reanche exageram as partes até a morte. Eles têm problemas especialmente para manter o mesmo sotaque de tiro ao tiro - Pryce, em particular, passa de Cockney a irlandês e Long John Silver, a algum tipo de criatura da lagoa e assim por diante. Também é um tumulto de humor ver Twiggy neste filme, muito menos tocar uma prostituta de rua sob demanda, já que ela não pode agir para salvar sua vida (embora sua música durante os créditos finais não seja tão engraçada). Rapaz, ela com certeza percorreu um longo caminho: de ""Power Flower"" a ""Eu vou tirar as roupas de mim para um shillin '!""Tão ruim quanto esses três atores estão neste filme, Julian Sands leva para casa o prêmio pelo pior desempenho do filme. Ele é tão coxo quanto ele fica, dando uma tentativa de rir em voz alta após a outra em retratar raiva, amor, felicidade, ansiedade-escolha uma emoção, qualquer emoção!  Só há uma coisa boa sobre o médico e os demônios: o desempenho de Timothy Dalton do Dr. Rock. Apesar de estar cercado por esgoto cinematográfico, Dalton é excelente;dando um retrato elétrico de um homem de natureza excessivamente motivado, mas de boa índole. Pena que o resto do filme não poderia ter sido tão bom quanto o Sr. Dalton....",0
"Eu cresci (n. 1965) assistindo e amando os Thunderbirds. Todos os meus companheiros da escola assistiram. Tocamos ""Thunderbirds"" antes da escola, durante o almoço e depois da escola. Todos nós queríamos ser Virgil ou Scott. Ninguém queria ser Alan. Contar de 5 tornou -se uma forma de arte. Levei meus filhos para ver o filme esperando que eles vislumbrassem o que eu amava quando criança. Quão amargamente decepcionante. O único ponto alto foi a música tema rápida. Não que isso possa se comparar com a pontuação original dos Thunderbirds. Felizmente, as manhãs de sábado, um canal de televisão ainda interpreta reprises da série Gerry Anderson e sua esposa criadas. Jonatha Frakes deve entregar sua cadeira de diretores, sua versão era completamente sem esperança. Um desperdício de filme. Disparate. Um remake de CGI pode ser aceitável, mas substituindo marionetes pelo Homo sapiens subsp. Sapiens foi um enorme erro de julgamento.",0
"Aluguei este filme ontem, principalmente devido à arte bonita e ao resumo dado na parte de trás da jaqueta. Depois de entrar no meu DVD player, reexaminei a capa da jaqueta e, embora tenha tirado a capa do espectador de plástico, ainda não conseguia ler nenhuma das informações detalhadas da produção sobre o filme. Este filme é intitulado Evil na jaqueta e teve que localizá -lo indo ao site da Faith Films para descobrir qualquer ligação aqui no IMDB.   As filmagens e os efeitos especiais feitos no filme pareciam muito bem... Então, um ator de leitura de linha falou. Oh querido... a leitura desse ator parecia um atleta do ensino médio de rosto de espinha, cuja voz conseguiu mudar de arremesso, e nenhuma tentativa dada para ir além da leitura das linhas do roteiro. No começo, pensei em ter um disco ruim da sincronização de áudio, depois tive que supor que era um filme estrangeiro, já que eu não conseguia ler a jaqueta... diálogo em inglês apelidado. Se eles tivessem lançado a pessoa certa para apegar ao diálogo, este filme poderia ter sido decente. Dei uma chance de cerca de 20 minutos antes de expulsá -lo quando descobri que o leitor de linha ruim não seria morto, mas permanecesse como o constante jogo principal. Sim, é tão ruim assim!A arte da capa da jaqueta e a arte feita no filme são ótimas, então deram uma estrela, mas menos 1. 999. 999 estrelas para o diálogo podre. Eu não recomendo este!",0
"O culto à personalidade elevou o status de Roger Corman, Sam Arkoff, Lloyd Kaufman etc. como reis dos B's. Como o pessoal da Crown International era tão fundamental, eles não foram elevados ao status que merecem ricamente. Um filme como a van agora pode parecer uma peça descartável da esoteria, mas foi um sucesso considerável quando foi lançado (para não mencionar relançamentos subsequentes como um recurso duplo com outros hits da coroa).  A van foi um exemplo perfeito da estratégia de sucesso da Crown de aproveitar o clima de frequentadores de cinema na época do lançamento de um filme. Aqui, era sexo, drogas, rock 'n roll e a breve moda da ""van personalizada"". Como outros observaram, é irônico que a música ""hit"" no filme se refere a um Chevy quando o veículo -título é uma esquiva no próprio filme. Eu tinha um seleto da cidade, onde estava na época, até declarar que essas vans são ""dens de pecado sobre rodas!""Uma linha de anúncio perfeita para o filme!De muitas maneiras, isso não é muito diferente dos antigos filmes de festa na praia dos anos 60, mas agora apimentado com nudez e uso de drogas. Obviamente, feito com um orçamento limitado e um cronograma limitado, o filme fica bem o suficiente com um charme arejado que compensa alguns, com os padrões de hoje certamente, vistas da ONU-PC das mulheres.   O toque clássico éUma torradeira para o den de Bobby de Sin sobre rodas. Sim, uma torradeira!Ei, você tem que ter algo quente para aqueles petiscos!   Grindhouse Fest.",0
"Esse é o tipo de filme que meus inimigos conteúdo que eu assisto o tempo todo, mas não é verdade. Eu só assisto de vez em quando para ter certeza de que é tão ruim quanto eu pensei pela primeira vez. Boeing seqüestro uma boa parte do Pentágono. ) O avião desce no triângulo das Bermudas e afunda pressurizado no fundo, uma espécie de submarino pós-fato.   tem um daqueles elencos All-Star, as estrelas caindo ou quase acima do horizonte.   ""Estamos por conta própria!"", Diz o piloto Jack Lemon. Ele está tão certo. Exceto George Kennedy. Ele está em todos esses filmes de desastre.   Assista a outro filme. Oh, não ""aeroporto"" do original. Isso também não é bom. Em vez disso, assista a um filme decente sobre aviões presos como ""Flight of the Phoenix"".",0
"Bem, eu posso de uma vez por todas acabar com a pergunta: 'Qual é o pior filme já feito... sempre?'É o vôo de fúria, estrelado e co-escrito por Steven Seagal. Claro que existem muitos filmes famosos, mas este leva o bolo que se leva tão a sério. com Bollywood. Também fala com o quão totalmente desprovido de intelecto e talento Steven Seagal se tornou. Este filme é tão ruim que você literalmente se sente violado depois de assistir e precisa se agachar no canto do chuveiro e chorar, sabendo que nada fará você se sentir limpo novamente.   Foi lançado apenas em vídeo(Não consigo imaginar o porquê) e suspeito que os trabalhadores que tiveram que fazer com que os DVDs tivessem que usar equipamentos de proteção e receber aconselhamento regular.",0
"A melhor coisa dos filmes de acampamento em geral é que você sabe o que esperar. É como assistir a uma partida profissional de luta livre ou uma novela diurna ou um show de Jerry Springer: você pode seguir imediatamente o enredo acumulado, identificar os caracteres de papelão e assistir em satisfação enquanto todos os clichês estão sendo cumpridos. No entanto, às vezes, o diretor faz algo real inesperado. Pode ser algo extraordinariamente estúpido, ou algo estranho ou algo perspicaz. O diretor Makinen está lá em cima com os melhores diretores do acampamento, e este é o seu melhor filme.   Em Yon Saalistajat, tudo parece se unir. Não há nada de bom nisso, mas ainda consegue ser um todo coerente. Nem uma vez o filme diminui a velocidade - a ação flui e os socos continuam chegando.   A coisa mais estranha é que não há senso de tempo: alguns personagens parecem levar meses fazendo algo enquanto outros personagens têm apenaspassou uma hora em um bar. Isso se deve parcialmente ao verão finlandês, onde o sol nunca se põe, então você não experimenta o dia se transformando em uma noite. Você pode ter que assistir ao filme três vezes antes de perceber.",0
"Na representação de uma miserável subclasse milanesa, este filme provavelmente foi bastante revelador em seus dias. No entanto, tenho a sensação de que o neorrealismo nunca foi realmente a bolsa do diretor de Sica, já que aqui ele decidiu tentar criar algum tipo de fábula moderna que se concentrasse em um garoto que havia sido encontrado em um canteiro de repolho por um velho querido no país. Depois de passar a maior parte de sua infância em um orfanato, Toto acaba morando em uma favela em Milão. Ele organiza os habitantes em ação comunitária e mantém o ânimo subindo com um sorriso irritantemente constante no rosto e testando -os em suas mesas de tempos. Que ninguém diz a ele onde colocar suas mesas de tempos está além de mim, pois essas pessoas têm coisas muito mais importantes em que pensar, como de onde virá o próximo macarrão de maconha. De qualquer forma, De Sica usa um dispositivo dramático subliminaramente sutil para destacar exatamente por que esses pobres sods estão onde estão. Tudo depende do capitalismo, é claro, e para ilustrar isso, ele tem os miseráveis descobrem uma fonte de petróleo em suas terras. Brilhante!Para seu crédito, porém, a essa altura, ele desistiu de fazer um filme sério, e os capitalistas parecem caricaturas graves, todos os casacos de pele e charutos. Eles querem aquela terra, mas nosso herói matemático não apoiará tanta bobagem. Por um golpe bizarro de sorte, seu velho e falecido guardião dos dias de couve aparece no céu e dá a ele uma pomba mágica. Ele o usa para tomar presentes em seus companheiros, que se mostram tão gananciosos quanto os homens de charuto. Eu acho que este filme foi uma oportunidade perdida. Para abordar o tema da pobreza, como poucos cineastas haviam feito até então e depois se envolvem em um conto de fadas, para mim parece um pouco idiota. Como é que os diretores 'ótimos' se safam com a trama infantil, como os que vemos aqui?Hans Christian Anderson provavelmente teria se recusado com a idéia de ter as pessoas pobres voando sobre o Milan Duomo e em um lugar mais alto nas vassouras. De Sica, no entanto, é proclamado como um gênio para isso. Certamente, o fato de essas pessoas serem tão pobres, que sua fé não é assimente e que os milagres nunca acontecem com elas, é suficiente para qualquer contador de histórias trabalhar.  ",0
